Player_ID,Player,NBA_Player_ID,Headshot_URL,Headshot_Status,Verification_Status
P004819,Willis Reed*,77929.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77929.png,candidate,
P004818,Willis Reed,77929.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77929.png,candidate,
P003662,Pat Riley,77962.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77962.png,candidate,
P003663,Pat Riley*,77962.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77962.png,candidate,
P000271,Arnie Risen*,77967.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77967.png,candidate,
P000270,Arnie Risen,77967.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77967.png,candidate,
P001854,Guy Rodgers,78003.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78003.png,candidate,
P001855,Guy Rodgers*,78003.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78003.png,candidate,
P000387,Bill Russell,78049.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78049.png,candidate,
P000388,Bill Russell*,78049.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78049.png,candidate,
P003811,Ralph Sampson,78055.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78055.png,candidate,
P003812,Ralph Sampson*,78055.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78055.png,candidate,
P001332,Dolph Schayes*,78076.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78076.png,candidate,
P001331,Dolph Schayes,78076.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78076.png,candidate,
P000759,Charlie Scott,78097.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78097.png,candidate,
P000760,Charlie Scott*,78097.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78097.png,candidate,
P000389,Bill Sharman,78126.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78126.png,candidate,
P000390,Bill Sharman*,78126.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78126.png,candidate,
P002044,Jack Sikma*,78149.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78149.png,candidate,
P002043,Jack Sikma,78149.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78149.png,candidate,
P002334,Jerry Sloan*,78173.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78173.png,candidate,
P002333,Jerry Sloan,78173.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78173.png,candidate,
P003448,Mitch Richmond*,782.0,https://cdn.nba.com/headshots/nba/latest/1040x760/782.png,candidate,
P003447,Mitch Richmond,782.0,https://cdn.nba.com/headshots/nba/latest/1040x760/782.png,candidate,
P001994,Isiah Thomas,78318.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78318.png,candidate,
P001995,Isiah Thomas*,78318.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78318.png,candidate,
P001153,David Thompson,78326.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78326.png,candidate,
P001154,David Thompson*,78326.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78326.png,candidate,
P002540,John Thompson*,78328.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78328.png,candidate,
