Player_ID,Player,NBA_Player_ID,Headshot_URL,Headshot_Source,Verification_Status,Headshot_Status
P000679,Caris LeVert,1627747.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627747.png,NBA CDN,,candidate
P000680,Carl Bailey,76084.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76084.png,NBA CDN,,candidate
P000681,Carl Braun,76243.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76243.png,NBA CDN,,candidate
P000682,Carl Braun*,76243.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76243.png,NBA CDN,,candidate
P000683,Carl Henry,77001.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77001.png,NBA CDN,,candidate
P000684,Carl Herrera,61.0,https://cdn.nba.com/headshots/nba/latest/1040x760/61.png,NBA CDN,,candidate
P000685,Carl Kilpatrick,77258.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77258.png,NBA CDN,,candidate
P000686,Carl Landry,201171.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201171.png,NBA CDN,,candidate
P000687,Carl McNulty,77563.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77563.png,NBA CDN,,candidate
P000688,Carl Nicks,77715.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77715.png,NBA CDN,,candidate
P000689,Carl Thomas,1063.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1063.png,NBA CDN,,candidate
P000690,Carldell Johnson,201291.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201291.png,NBA CDN,,candidate
P000691,Carlik Jones,1630637.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630637.png,NBA CDN,,candidate
P000692,Carlos Arroyo,2306.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2306.png,NBA CDN,,candidate
P000693,Carlos Boozer,2430.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2430.png,NBA CDN,,candidate
P000694,Carlos Clark,76398.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76398.png,NBA CDN,,candidate
P000695,Carlos Delfino,2568.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2568.png,NBA CDN,,candidate
P000696,Carlos Rogers,435.0,https://cdn.nba.com/headshots/nba/latest/1040x760/435.png,NBA CDN,,candidate
P000697,Carlos Terry,78307.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78307.png,NBA CDN,,candidate
P000698,Carlton McKinney,77545.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77545.png,NBA CDN,,candidate
