season,season_type,team,efgpct,tovpct
1968-69,Regular Season,Philadelphia 76ers*,45.4,13.6
1969-70,Regular Season,Philadelphia 76ers*,46.9,15.2
1970-71,Regular Season,Milwaukee Bucks*,50.9,16.0
1970-71,Regular Season,Chicago Bulls*,45.2,13.3
1970-71,Regular Season,New York Knicks*,45.0,11.8
1970-71,Regular Season,Los Angeles Lakers*,47.599999999999994,15.0
1970-71,Regular Season,Boston Celtics,44.2,14.4
1970-71,Regular Season,Phoenix Suns,43.7,14.6
1970-71,Regular Season,Philadelphia 76ers*,45.0,15.0
1970-71,Regular Season,Baltimore Bullets*,44.2,14.2
1970-71,Regular Season,San Diego Rockets,42.1,15.0
1970-71,Regular Season,Detroit Pistons,44.9,15.5
1970-71,Regular Season,San Francisco Warriors*,44.800000000000004,16.1
1970-71,Regular Season,Atlanta Hawks*,46.5,16.5
1970-71,Regular Season,Seattle SuperSonics,45.6,15.3
1970-71,Regular Season,Cincinnati Royals,45.4,14.2
1970-71,Regular Season,Portland Trail Blazers,43.5,12.7
1970-71,Regular Season,Buffalo Braves,43.6,16.4
1970-71,Regular Season,Cleveland Cavaliers,42.4,15.3
1971-72,Regular Season,Los Angeles Lakers*,49.0,14.8
1971-72,Regular Season,Milwaukee Bucks*,49.8,15.8
1971-72,Regular Season,Chicago Bulls*,45.1,12.6
1971-72,Regular Season,Phoenix Suns,45.7,14.9
1971-72,Regular Season,Boston Celtics*,45.300000000000004,14.4
1971-72,Regular Season,New York Knicks*,45.9,13.7
1971-72,Regular Season,Golden State Warriors*,43.9,13.6
1971-72,Regular Season,Seattle SuperSonics,46.400000000000006,16.3
1971-72,Regular Season,Baltimore Bullets*,45.0,15.2
1971-72,Regular Season,Houston Rockets,43.4,13.3
1971-72,Regular Season,Atlanta Hawks*,46.0,17.2
1971-72,Regular Season,Philadelphia 76ers,44.4,16.0
1971-72,Regular Season,Cincinnati Royals,45.9,16.2
1971-72,Regular Season,Detroit Pistons,45.4,17.3
1971-72,Regular Season,Cleveland Cavaliers,42.8,14.1
1971-72,Regular Season,Buffalo Braves,45.1,17.3
1971-72,Regular Season,Portland Trail Blazers,44.2,16.2
1972-73,Regular Season,Los Angeles Lakers*,47.8,17.2
1972-73,Regular Season,Milwaukee Bucks*,48.1,16.0
1972-73,Regular Season,Boston Celtics*,44.800000000000004,15.1
1972-73,Regular Season,New York Knicks*,46.7,13.7
1972-73,Regular Season,Chicago Bulls*,44.4,13.4
1972-73,Regular Season,Baltimore Bullets*,46.400000000000006,15.3
1972-73,Regular Season,Golden State Warriors*,45.5,14.5
1972-73,Regular Season,Detroit Pistons,46.300000000000004,16.3
1972-73,Regular Season,Atlanta Hawks*,46.1,16.0
1972-73,Regular Season,Phoenix Suns,45.5,15.1
1972-73,Regular Season,Houston Rockets,45.7,14.1
1972-73,Regular Season,Cleveland Cavaliers,43.5,16.6
1972-73,Regular Season,Kansas City-Omaha Kings,47.8,16.9
1972-73,Regular Season,Seattle SuperSonics,44.9,16.8
1972-73,Regular Season,Portland Trail Blazers,45.800000000000004,15.9
1972-73,Regular Season,Buffalo Braves,44.9,18.6
1972-73,Regular Season,Philadelphia 76ers,42.0,15.7
1973-74,Regular Season,Milwaukee Bucks*,49.2,16.9
1973-74,Regular Season,Detroit Pistons*,45.9,17.2
1973-74,Regular Season,Boston Celtics*,45.6,16.8
1973-74,Regular Season,Chicago Bulls*,44.6,16.8
1973-74,Regular Season,New York Knicks*,46.5,15.1
1973-74,Regular Season,Golden State Warriors,46.400000000000006,15.8
1973-74,Regular Season,Capital Bullets*,44.1,15.3
1973-74,Regular Season,Los Angeles Lakers*,45.300000000000004,17.7
1973-74,Regular Season,Buffalo Braves*,48.0,17.3
1973-74,Regular Season,Houston Rockets,48.0,16.8
1973-74,Regular Season,Atlanta Hawks,46.5,17.3
1973-74,Regular Season,Seattle SuperSonics,44.5,15.3
1973-74,Regular Season,Phoenix Suns,46.0,16.1
1973-74,Regular Season,Kansas City-Omaha Kings,45.9,17.8
1973-74,Regular Season,Cleveland Cavaliers,43.9,15.3
1973-74,Regular Season,Portland Trail Blazers,46.7,17.5
1973-74,Regular Season,Philadelphia 76ers,43.2,16.2
1974-75,Regular Season,Washington Bullets*,46.2,15.7
1974-75,Regular Season,Boston Celtics*,45.800000000000004,15.8
1974-75,Regular Season,Golden State Warriors*,46.5,16.3
1974-75,Regular Season,Chicago Bulls*,44.7,15.5
1974-75,Regular Season,Buffalo Braves*,47.599999999999994,16.8
1974-75,Regular Season,Houston Rockets*,47.699999999999996,17.8
1974-75,Regular Season,Portland Trail Blazers,48.0,18.4
1974-75,Regular Season,Milwaukee Bucks,46.800000000000004,15.9
1974-75,Regular Season,Kansas City-Omaha Kings*,44.9,15.8
1974-75,Regular Season,Cleveland Cavaliers,46.2,15.2
1974-75,Regular Season,Seattle SuperSonics*,45.6,15.9
1974-75,Regular Season,New York Knicks*,45.0,14.2
1974-75,Regular Season,Atlanta Hawks,43.8,14.8
1974-75,Regular Season,Detroit Pistons*,46.6,16.4
1974-75,Regular Season,Phoenix Suns,44.7,17.2
1974-75,Regular Season,Philadelphia 76ers,44.5,16.0
1974-75,Regular Season,Los Angeles Lakers,45.0,17.3
1974-75,Regular Season,New Orleans Jazz,44.0,17.5
1975-76,Regular Season,Golden State Warriors*,46.2,15.3
1975-76,Regular Season,Cleveland Cavaliers*,45.4,13.5
1975-76,Regular Season,Boston Celtics*,44.6,15.4
1975-76,Regular Season,Washington Bullets*,47.199999999999996,16.9
1975-76,Regular Season,Buffalo Braves*,47.599999999999994,17.3
1975-76,Regular Season,Phoenix Suns*,47.199999999999996,18.3
1975-76,Regular Season,Philadelphia 76ers*,44.7,16.4
1975-76,Regular Season,Los Angeles Lakers,46.5,15.8
1975-76,Regular Season,Seattle SuperSonics*,45.800000000000004,15.6
1975-76,Regular Season,Houston Rockets,48.5,16.9
1975-76,Regular Season,New Orleans Jazz,44.7,16.2
1975-76,Regular Season,Detroit Pistons*,46.400000000000006,16.0
1975-76,Regular Season,New York Knicks,45.6,14.3
1975-76,Regular Season,Portland Trail Blazers,46.9,18.3
1975-76,Regular Season,Milwaukee Bucks*,46.5,16.4
1975-76,Regular Season,Kansas City Kings,45.300000000000004,16.0
1975-76,Regular Season,Chicago Bulls,41.4,14.3
1975-76,Regular Season,Atlanta Hawks,45.0,15.6
1976-77,Regular Season,Portland Trail Blazers*,48.1,16.9
1976-77,Regular Season,Denver Nuggets*,48.1,18.8
1976-77,Regular Season,Philadelphia 76ers*,48.0,18.3
1976-77,Regular Season,Golden State Warriors*,47.5,15.6
1976-77,Regular Season,Los Angeles Lakers*,47.8,15.3
1976-77,Regular Season,Houston Rockets*,48.3,16.2
1976-77,Regular Season,Cleveland Cavaliers*,44.9,13.7
1976-77,Regular Season,Washington Bullets*,47.0,16.5
1976-77,Regular Season,Kansas City Kings,46.0,15.4
1976-77,Regular Season,Chicago Bulls*,45.2,16.0
1976-77,Regular Season,Phoenix Suns,47.0,18.1
1976-77,Regular Season,San Antonio Spurs*,48.5,16.8
1976-77,Regular Season,New York Knicks,48.6,16.6
1976-77,Regular Season,Detroit Pistons*,48.3,16.6
1976-77,Regular Season,Seattle SuperSonics,45.0,16.8
1976-77,Regular Season,Indiana Pacers,44.9,15.4
1976-77,Regular Season,Boston Celtics*,44.5,16.1
1976-77,Regular Season,New Orleans Jazz,45.300000000000004,16.6
1976-77,Regular Season,Milwaukee Bucks,46.800000000000004,15.8
1976-77,Regular Season,Atlanta Hawks,45.7,17.7
1976-77,Regular Season,Buffalo Braves,45.0,16.5
1976-77,Regular Season,New York Nets,42.9,16.5
1977-78,Regular Season,Portland Trail Blazers*,48.3,16.3
1977-78,Regular Season,Philadelphia 76ers*,48.6,16.7
1977-78,Regular Season,Phoenix Suns*,47.599999999999994,16.6
1977-78,Regular Season,San Antonio Spurs*,50.0,16.3
1977-78,Regular Season,Los Angeles Lakers*,48.699999999999996,15.3
1977-78,Regular Season,Seattle SuperSonics*,44.7,15.8
1977-78,Regular Season,Washington Bullets*,46.1,15.3
1977-78,Regular Season,Denver Nuggets*,47.699999999999996,16.8
1977-78,Regular Season,Cleveland Cavaliers*,45.4,13.8
1977-78,Regular Season,Golden State Warriors,46.7,15.0
1977-78,Regular Season,Atlanta Hawks*,46.0,16.1
1977-78,Regular Season,New York Knicks*,48.8,16.7
1977-78,Regular Season,Milwaukee Bucks*,48.199999999999996,15.9
1977-78,Regular Season,Chicago Bulls,47.3,17.0
1977-78,Regular Season,Detroit Pistons,47.8,17.9
1977-78,Regular Season,Kansas City Kings,46.6,16.2
1977-78,Regular Season,New Orleans Jazz,46.2,16.2
1977-78,Regular Season,Boston Celtics,45.800000000000004,16.1
1977-78,Regular Season,Indiana Pacers,45.0,15.6
1977-78,Regular Season,Buffalo Braves,46.6,15.9
1977-78,Regular Season,Houston Rockets,45.800000000000004,13.9
1977-78,Regular Season,New Jersey Nets,44.3,16.4
1978-79,Regular Season,Washington Bullets*,48.5,13.7
1978-79,Regular Season,San Antonio Spurs*,50.6,15.8
1978-79,Regular Season,Phoenix Suns*,51.2,17.1
1978-79,Regular Season,Los Angeles Lakers*,51.7,15.9
1978-79,Regular Season,Seattle SuperSonics*,46.800000000000004,15.7
1978-79,Regular Season,Kansas City Kings*,49.2,15.8
1978-79,Regular Season,Milwaukee Bucks,50.3,15.4
1978-79,Regular Season,Atlanta Hawks*,47.3,15.2
1978-79,Regular Season,Philadelphia 76ers*,48.8,17.4
1978-79,Regular Season,Denver Nuggets*,48.1,16.3
1978-79,Regular Season,Portland Trail Blazers*,48.3,16.5
1978-79,Regular Season,Houston Rockets*,49.7,15.1
1978-79,Regular Season,Golden State Warriors,48.699999999999996,15.3
1978-79,Regular Season,Indiana Pacers,47.5,15.2
1978-79,Regular Season,San Diego Clippers,48.3,15.6
1978-79,Regular Season,Detroit Pistons,47.5,15.4
1978-79,Regular Season,New York Knicks,48.699999999999996,15.9
1978-79,Regular Season,Cleveland Cavaliers,46.800000000000004,13.9
1978-79,Regular Season,New Jersey Nets*,46.0,17.7
1978-79,Regular Season,Chicago Bulls,48.9,18.3
1978-79,Regular Season,Boston Celtics,48.0,17.0
1978-79,Regular Season,New Orleans Jazz,46.800000000000004,17.1
1979-80,Regular Season,Boston Celtics*,50.1,15.4
1979-80,Regular Season,Los Angeles Lakers*,53.0,16.5
1979-80,Regular Season,Seattle SuperSonics*,47.4,14.9
1979-80,Regular Season,Philadelphia 76ers*,49.4,17.2
1979-80,Regular Season,Milwaukee Bucks*,49.1,15.0
1979-80,Regular Season,Phoenix Suns*,49.8,16.4
1979-80,Regular Season,Kansas City Kings*,48.0,14.5
1979-80,Regular Season,Atlanta Hawks*,46.5,15.4
1979-80,Regular Season,Cleveland Cavaliers,47.599999999999994,13.2
1979-80,Regular Season,Houston Rockets*,48.699999999999996,15.5
1979-80,Regular Season,San Antonio Spurs*,50.2,15.2
1979-80,Regular Season,Indiana Pacers,47.9,14.8
1979-80,Regular Season,Portland Trail Blazers*,47.699999999999996,16.1
1979-80,Regular Season,New Jersey Nets,46.6,16.6
1979-80,Regular Season,New York Knicks,49.8,15.7
1979-80,Regular Season,Washington Bullets*,46.300000000000004,13.7
1979-80,Regular Season,Chicago Bulls,48.9,17.2
1979-80,Regular Season,San Diego Clippers,48.199999999999996,14.6
1979-80,Regular Season,Denver Nuggets,46.9,15.1
1979-80,Regular Season,Golden State Warriors,48.4,15.5
1979-80,Regular Season,Utah Jazz,50.0,16.7
1979-80,Regular Season,Detroit Pistons,48.3,16.9
1980-81,Regular Season,Philadelphia 76ers*,51.5,17.3
1980-81,Regular Season,Milwaukee Bucks*,50.0,15.7
1980-81,Regular Season,Boston Celtics*,50.9,16.2
1980-81,Regular Season,Phoenix Suns*,49.2,17.1
1980-81,Regular Season,Los Angeles Lakers*,51.300000000000004,15.8
1980-81,Regular Season,San Antonio Spurs*,49.2,15.4
1980-81,Regular Season,Chicago Bulls*,50.4,17.2
1980-81,Regular Season,New York Knicks*,48.699999999999996,15.0
1980-81,Regular Season,Indiana Pacers*,48.4,15.1
1980-81,Regular Season,Portland Trail Blazers*,49.8,15.2
1980-81,Regular Season,Houston Rockets*,48.9,14.9
1980-81,Regular Season,Washington Bullets,47.599999999999994,14.4
1980-81,Regular Season,Kansas City Kings*,50.3,15.1
1980-81,Regular Season,Denver Nuggets,47.699999999999996,13.4
1980-81,Regular Season,Golden State Warriors,49.3,15.6
1980-81,Regular Season,San Diego Clippers,48.6,14.5
1980-81,Regular Season,Seattle SuperSonics,47.0,15.7
1980-81,Regular Season,Atlanta Hawks,48.0,16.7
1980-81,Regular Season,Cleveland Cavaliers,47.199999999999996,14.2
1980-81,Regular Season,New Jersey Nets,47.8,16.6
1980-81,Regular Season,Utah Jazz,49.1,15.5
1980-81,Regular Season,Detroit Pistons,46.400000000000006,18.0
1980-81,Regular Season,Dallas Mavericks,46.6,15.2
1981-82,Regular Season,Boston Celtics*,50.2,14.7
1981-82,Regular Season,Philadelphia 76ers*,52.1,15.5
1981-82,Regular Season,Milwaukee Bucks*,50.9,16.5
1981-82,Regular Season,Los Angeles Lakers*,51.800000000000004,14.7
1981-82,Regular Season,Seattle SuperSonics*,49.1,14.1
1981-82,Regular Season,Phoenix Suns*,49.5,15.9
1981-82,Regular Season,San Antonio Spurs*,49.0,13.0
1981-82,Regular Season,Golden State Warriors,50.2,14.5
1981-82,Regular Season,Washington Bullets*,47.8,14.7
1981-82,Regular Season,New Jersey Nets*,48.699999999999996,16.6
1981-82,Regular Season,Portland Trail Blazers,50.7,14.4
1981-82,Regular Season,Atlanta Hawks*,47.599999999999994,14.6
1981-82,Regular Season,Denver Nuggets*,52.2,14.1
1981-82,Regular Season,Houston Rockets*,47.9,13.7
1981-82,Regular Season,Detroit Pistons,48.5,16.0
1981-82,Regular Season,Indiana Pacers,47.199999999999996,14.6
1981-82,Regular Season,Chicago Bulls,50.5,17.3
1981-82,Regular Season,New York Knicks,49.5,15.4
1981-82,Regular Season,Kansas City Kings,49.7,15.5
1981-82,Regular Season,Dallas Mavericks,47.3,13.7
1981-82,Regular Season,Utah Jazz,49.6,14.5
1981-82,Regular Season,San Diego Clippers,50.7,16.2
1981-82,Regular Season,Cleveland Cavaliers,46.6,13.7
1982-83,Regular Season,Philadelphia 76ers*,50.1,16.3
1982-83,Regular Season,Los Angeles Lakers*,52.800000000000004,15.9
1982-83,Regular Season,Boston Celtics*,49.4,15.2
1982-83,Regular Season,Phoenix Suns*,49.9,16.0
1982-83,Regular Season,Milwaukee Bucks*,49.1,15.1
1982-83,Regular Season,San Antonio Spurs*,51.0,15.1
1982-83,Regular Season,Seattle SuperSonics*,49.6,15.5
1982-83,Regular Season,New Jersey Nets*,49.4,18.7
1982-83,Regular Season,New York Knicks*,48.4,16.2
1982-83,Regular Season,Portland Trail Blazers*,48.8,15.4
1982-83,Regular Season,Kansas City Kings,50.0,16.4
1982-83,Regular Season,Denver Nuggets*,49.5,14.0
1982-83,Regular Season,Washington Bullets,47.3,16.6
1982-83,Regular Season,Detroit Pistons,48.1,15.1
1982-83,Regular Season,Dallas Mavericks,48.9,13.5
1982-83,Regular Season,Atlanta Hawks*,47.199999999999996,15.0
1982-83,Regular Season,Golden State Warriors,48.5,15.9
1982-83,Regular Season,Utah Jazz,48.3,16.7
1982-83,Regular Season,Chicago Bulls,48.3,16.9
1982-83,Regular Season,San Diego Clippers,47.9,15.7
1982-83,Regular Season,Indiana Pacers,48.3,15.2
1982-83,Regular Season,Cleveland Cavaliers,46.7,16.4
1982-83,Regular Season,Houston Rockets,45.300000000000004,15.9
1983-84,Regular Season,Boston Celtics*,50.4,14.6
1983-84,Regular Season,Milwaukee Bucks*,49.7,15.0
1983-84,Regular Season,New York Knicks*,49.9,16.7
1983-84,Regular Season,Los Angeles Lakers*,53.6,16.1
1983-84,Regular Season,Portland Trail Blazers*,50.7,15.1
1983-84,Regular Season,Detroit Pistons*,48.199999999999996,12.7
1983-84,Regular Season,Philadelphia 76ers*,49.7,16.9
1983-84,Regular Season,New Jersey Nets*,50.1,16.1
1983-84,Regular Season,Utah Jazz*,50.5,15.2
1983-84,Regular Season,Phoenix Suns*,51.4,15.1
1983-84,Regular Season,Dallas Mavericks*,50.3,13.6
1983-84,Regular Season,Seattle SuperSonics*,49.0,14.3
1983-84,Regular Season,San Antonio Spurs,51.1,14.0
1983-84,Regular Season,Denver Nuggets*,49.8,12.8
1983-84,Regular Season,Atlanta Hawks*,47.599999999999994,14.4
1983-84,Regular Season,Kansas City Kings*,49.0,15.3
1983-84,Regular Season,Houston Rockets,49.7,15.6
1983-84,Regular Season,Washington Bullets*,48.9,15.5
1983-84,Regular Season,San Diego Clippers,49.8,15.3
1983-84,Regular Season,Golden State Warriors,47.099999999999994,14.9
1983-84,Regular Season,Cleveland Cavaliers,46.800000000000004,14.0
1983-84,Regular Season,Indiana Pacers,48.699999999999996,15.9
1983-84,Regular Season,Chicago Bulls,47.5,16.3
1984-85,Regular Season,Los Angeles Lakers*,55.1,15.7
1984-85,Regular Season,Milwaukee Bucks*,49.7,14.2
1984-85,Regular Season,Boston Celtics*,51.5,13.8
1984-85,Regular Season,Philadelphia 76ers*,49.7,16.0
1984-85,Regular Season,Portland Trail Blazers*,50.6,14.8
1984-85,Regular Season,Detroit Pistons*,48.3,13.0
1984-85,Regular Season,Denver Nuggets*,49.1,13.2
1984-85,Regular Season,Dallas Mavericks*,49.9,12.5
1984-85,Regular Season,Houston Rockets*,50.7,16.0
1984-85,Regular Season,San Antonio Spurs*,51.7,15.6
1984-85,Regular Season,New Jersey Nets*,49.3,13.8
1984-85,Regular Season,Utah Jazz*,48.3,15.8
1984-85,Regular Season,Washington Bullets*,48.6,13.4
1984-85,Regular Season,Chicago Bulls*,50.2,15.4
1984-85,Regular Season,Atlanta Hawks,48.9,15.3
1984-85,Regular Season,Phoenix Suns*,49.7,16.3
1984-85,Regular Season,Kansas City Kings,50.8,15.9
1984-85,Regular Season,Cleveland Cavaliers*,47.8,14.1
1984-85,Regular Season,Los Angeles Clippers,49.9,16.4
1984-85,Regular Season,New York Knicks,48.699999999999996,15.2
1984-85,Regular Season,Seattle SuperSonics,47.699999999999996,15.9
1984-85,Regular Season,Indiana Pacers,47.8,16.1
1984-85,Regular Season,Golden State Warriors,47.0,14.4
1985-86,Regular Season,Boston Celtics*,51.800000000000004,14.1
1985-86,Regular Season,Milwaukee Bucks*,50.1,13.9
1985-86,Regular Season,Los Angeles Lakers*,53.2,14.9
1985-86,Regular Season,Houston Rockets*,49.6,13.6
1985-86,Regular Season,Atlanta Hawks*,49.3,15.3
1985-86,Regular Season,Philadelphia 76ers*,49.0,16.1
1985-86,Regular Season,Denver Nuggets*,47.5,13.0
1985-86,Regular Season,Dallas Mavericks*,51.0,13.3
1985-86,Regular Season,Detroit Pistons*,48.8,13.3
1985-86,Regular Season,Portland Trail Blazers*,50.1,15.2
1985-86,Regular Season,Seattle SuperSonics,47.8,15.1
1985-86,Regular Season,Utah Jazz*,49.0,15.5
1985-86,Regular Season,San Antonio Spurs*,50.9,16.5
1985-86,Regular Season,Washington Bullets*,47.099999999999994,14.2
1985-86,Regular Season,New Jersey Nets*,48.9,15.9
1985-86,Regular Season,Cleveland Cavaliers,49.0,14.6
1985-86,Regular Season,Phoenix Suns,50.6,17.7
1985-86,Regular Season,Sacramento Kings*,49.2,15.7
1985-86,Regular Season,Indiana Pacers,48.3,15.7
1985-86,Regular Season,Golden State Warriors,48.8,13.9
1985-86,Regular Season,Chicago Bulls*,48.699999999999996,14.7
1985-86,Regular Season,New York Knicks,46.6,15.2
1985-86,Regular Season,Los Angeles Clippers,47.699999999999996,15.3
1986-87,Regular Season,Los Angeles Lakers*,52.800000000000004,14.0
1986-87,Regular Season,Atlanta Hawks*,49.0,13.3
1986-87,Regular Season,Boston Celtics*,53.2,14.0
1986-87,Regular Season,Dallas Mavericks*,50.3,12.3
1986-87,Regular Season,Milwaukee Bucks*,48.699999999999996,13.0
1986-87,Regular Season,Detroit Pistons*,49.2,14.5
1986-87,Regular Season,Portland Trail Blazers*,51.0,15.3
1986-87,Regular Season,Houston Rockets*,48.3,14.3
1986-87,Regular Season,Chicago Bulls*,47.8,13.4
1986-87,Regular Season,Utah Jazz*,47.3,14.1
1986-87,Regular Season,Seattle SuperSonics*,49.5,15.0
1986-87,Regular Season,Philadelphia 76ers*,49.7,16.1
1986-87,Regular Season,Indiana Pacers*,47.8,13.4
1986-87,Regular Season,Denver Nuggets*,47.8,11.8
1986-87,Regular Season,Washington Bullets*,45.7,13.3
1986-87,Regular Season,Golden State Warriors*,48.699999999999996,13.7
1986-87,Regular Season,Phoenix Suns,50.1,15.3
1986-87,Regular Season,Sacramento Kings,48.0,14.2
1986-87,Regular Season,Cleveland Cavaliers,47.599999999999994,16.4
1986-87,Regular Season,New Jersey Nets,48.699999999999996,16.4
1986-87,Regular Season,San Antonio Spurs,48.199999999999996,14.2
1986-87,Regular Season,New York Knicks,48.3,15.0
1986-87,Regular Season,Los Angeles Clippers,45.7,15.0
1987-88,Regular Season,Boston Celtics*,54.1,14.1
1987-88,Regular Season,Los Angeles Lakers*,51.5,13.9
1987-88,Regular Season,Detroit Pistons*,49.7,14.2
1987-88,Regular Season,Dallas Mavericks*,48.5,13.2
1987-88,Regular Season,Portland Trail Blazers*,49.9,13.5
1987-88,Regular Season,Denver Nuggets*,48.6,11.7
1987-88,Regular Season,Utah Jazz*,50.0,15.4
1987-88,Regular Season,Atlanta Hawks*,49.1,13.0
1987-88,Regular Season,Chicago Bulls*,49.4,13.6
1987-88,Regular Season,Seattle SuperSonics*,49.1,13.9
1987-88,Regular Season,Houston Rockets*,47.599999999999994,13.9
1987-88,Regular Season,Cleveland Cavaliers*,50.0,15.5
1987-88,Regular Season,Milwaukee Bucks*,48.5,13.6
1987-88,Regular Season,New York Knicks*,47.699999999999996,15.5
1987-88,Regular Season,Washington Bullets*,47.0,14.4
1987-88,Regular Season,Indiana Pacers,49.2,14.1
1987-88,Regular Season,Philadelphia 76ers,48.5,15.2
1987-88,Regular Season,Phoenix Suns,49.4,14.6
1987-88,Regular Season,San Antonio Spurs*,49.9,14.1
1987-88,Regular Season,Sacramento Kings,48.1,14.8
1987-88,Regular Season,New Jersey Nets,47.8,16.0
1987-88,Regular Season,Golden State Warriors,47.4,14.3
1987-88,Regular Season,Los Angeles Clippers,44.9,15.7
1988-89,Regular Season,Cleveland Cavaliers*,51.4,14.2
1988-89,Regular Season,Phoenix Suns*,50.9,12.8
1988-89,Regular Season,Los Angeles Lakers*,51.800000000000004,14.0
1988-89,Regular Season,Detroit Pistons*,50.2,14.4
1988-89,Regular Season,Utah Jazz*,49.1,16.4
1988-89,Regular Season,Atlanta Hawks*,48.0,13.5
1988-89,Regular Season,Milwaukee Bucks*,48.699999999999996,13.7
1988-89,Regular Season,New York Knicks*,51.2,15.4
1988-89,Regular Season,Seattle SuperSonics*,49.6,14.1
1988-89,Regular Season,Denver Nuggets*,48.199999999999996,11.8
1988-89,Regular Season,Philadelphia 76ers*,50.0,12.8
1988-89,Regular Season,Chicago Bulls*,50.7,14.4
1988-89,Regular Season,Portland Trail Blazers*,48.8,13.9
1988-89,Regular Season,Boston Celtics*,49.8,14.0
1988-89,Regular Season,Houston Rockets*,48.6,15.9
1988-89,Regular Season,Golden State Warriors*,48.0,14.2
1988-89,Regular Season,Dallas Mavericks,48.4,13.5
1988-89,Regular Season,Washington Bullets,46.7,13.0
1988-89,Regular Season,Indiana Pacers,50.2,16.3
1988-89,Regular Season,Sacramento Kings,47.8,14.2
1988-89,Regular Season,New Jersey Nets,47.4,15.0
1988-89,Regular Season,San Antonio Spurs,47.199999999999996,16.8
1988-89,Regular Season,Charlotte Hornets,47.0,13.7
1988-89,Regular Season,Los Angeles Clippers,47.8,16.5
1988-89,Regular Season,Miami Heat,45.9,17.7
1989-90,Regular Season,Los Angeles Lakers*,51.2,13.2
1989-90,Regular Season,Phoenix Suns*,50.9,13.3
1989-90,Regular Season,Detroit Pistons*,49.0,13.4
1989-90,Regular Season,Portland Trail Blazers*,48.6,13.4
1989-90,Regular Season,Philadelphia 76ers*,50.2,12.9
1989-90,Regular Season,Utah Jazz*,52.2,15.5
1989-90,Regular Season,Boston Celtics*,50.6,13.4
1989-90,Regular Season,San Antonio Spurs*,48.8,14.7
1989-90,Regular Season,Chicago Bulls*,51.6,13.4
1989-90,Regular Season,Houston Rockets*,49.1,15.5
1989-90,Regular Season,New York Knicks*,50.1,14.8
1989-90,Regular Season,Denver Nuggets*,47.8,11.2
1989-90,Regular Season,Seattle SuperSonics,49.4,14.0
1989-90,Regular Season,Atlanta Hawks,49.6,13.5
1989-90,Regular Season,Indiana Pacers*,51.800000000000004,14.6
1989-90,Regular Season,Dallas Mavericks*,48.699999999999996,13.6
1989-90,Regular Season,Cleveland Cavaliers*,48.5,13.5
1989-90,Regular Season,Milwaukee Bucks*,48.8,13.9
1989-90,Regular Season,Washington Bullets,47.699999999999996,12.4
1989-90,Regular Season,Golden State Warriors,50.1,14.3
1989-90,Regular Season,Los Angeles Clippers,48.8,16.3
1989-90,Regular Season,Minnesota Timberwolves,45.1,13.3
1989-90,Regular Season,Sacramento Kings,48.4,13.5
1989-90,Regular Season,New Jersey Nets,43.5,13.9
1989-90,Regular Season,Charlotte Hornets,47.0,13.2
1989-90,Regular Season,Orlando Magic,46.7,13.9
1989-90,Regular Season,Miami Heat,46.7,15.9
1990-91,Regular Season,Chicago Bulls*,52.1,12.8
1990-91,Regular Season,Portland Trail Blazers*,50.9,13.4
1990-91,Regular Season,Los Angeles Lakers*,50.0,13.2
1990-91,Regular Season,Phoenix Suns*,50.6,13.5
1990-91,Regular Season,Boston Celtics*,52.0,14.0
1990-91,Regular Season,San Antonio Spurs*,49.4,15.2
1990-91,Regular Season,Detroit Pistons*,47.4,13.1
1990-91,Regular Season,Utah Jazz*,50.3,14.6
1990-91,Regular Season,Houston Rockets*,48.9,14.5
1990-91,Regular Season,Milwaukee Bucks*,49.9,14.3
1990-91,Regular Season,Golden State Warriors*,50.4,13.7
1990-91,Regular Season,Seattle SuperSonics*,50.1,14.8
1990-91,Regular Season,Atlanta Hawks*,48.199999999999996,12.9
1990-91,Regular Season,New York Knicks*,49.8,15.1
1990-91,Regular Season,Philadelphia 76ers*,48.9,13.4
1990-91,Regular Season,Indiana Pacers*,51.1,14.4
1990-91,Regular Season,Cleveland Cavaliers,48.699999999999996,14.1
1990-91,Regular Season,Los Angeles Clippers,47.099999999999994,14.7
1990-91,Regular Season,Orlando Magic,47.3,14.3
1990-91,Regular Season,Minnesota Timberwolves,45.6,11.5
1990-91,Regular Season,New Jersey Nets,45.5,14.4
1990-91,Regular Season,Dallas Mavericks,48.5,13.3
1990-91,Regular Season,Washington Bullets,47.0,14.3
1990-91,Regular Season,Charlotte Hornets,47.699999999999996,13.9
1990-91,Regular Season,Miami Heat,46.9,16.0
1990-91,Regular Season,Sacramento Kings,46.800000000000004,14.1
1990-91,Regular Season,Denver Nuggets,45.7,11.9
1991-92,Regular Season,Chicago Bulls*,51.800000000000004,11.8
1991-92,Regular Season,Portland Trail Blazers*,49.5,13.6
1991-92,Regular Season,Utah Jazz*,50.4,13.7
1991-92,Regular Season,Phoenix Suns*,50.8,13.1
1991-92,Regular Season,Cleveland Cavaliers*,50.6,11.8
1991-92,Regular Season,New York Knicks*,49.1,13.7
1991-92,Regular Season,Boston Celtics*,50.0,12.7
1991-92,Regular Season,Golden State Warriors*,52.400000000000006,13.6
1991-92,Regular Season,San Antonio Spurs*,48.5,13.9
1991-92,Regular Season,Detroit Pistons*,47.699999999999996,13.5
1991-92,Regular Season,Seattle SuperSonics*,48.9,14.0
