Player_ID,Player,Season,SeasonEndYear,Statistic,Value,Season_Percentile
walt-bellamy,Walt Bellamy,1964-65,1965,2P_pct,0.508674531575295,96.46017699115045
walt-hazzard,Walt Hazzard,1964-65,1965,2P_pct,0.3823529411764705,30.97345132743363
wayne-embry,Wayne Embry,1964-65,1965,2P_pct,0.4559585492227979,84.070796460177
wayne-hightower,Wayne Hightower,1964-65,1965,2P_pct,0.343859649122807,12.389380530973451
willie-jones,Willie Jones,1964-65,1965,2P_pct,0.4038461538461538,43.36283185840708
willie-naulls,Willie Naulls,1964-65,1965,2P_pct,0.3842239185750636,33.6283185840708
willis-reed,Willis Reed,1964-65,1965,2P_pct,0.4317089910775566,69.02654867256638
wilt-chamberlain,Wilt Chamberlain,1964-65,1965,2P_pct,0.5103216514642342,97.34513274336283
zelmo-beaty,Zelmo Beaty,1964-65,1965,2P_pct,0.4823304680038204,91.15044247787611
adrian-smith,Adrian Smith,1965-66,1966,2P_pct,0.4053435114503816,34.54545454545455
al-attles,Al Attles,1965-66,1966,2P_pct,0.5027624309392266,97.27272727272727
al-bianchi,Al Bianchi,1965-66,1966,2P_pct,0.3821428571428571,18.181818181818183
art-heyman,Art Heyman,1965-66,1966,2P_pct,0.3461538461538461,9.090909090909092
bailey-howell,Bailey Howell,1965-66,1966,2P_pct,0.4878296146044624,94.54545454545455
barry-clemens,Barry Clemens,1965-66,1966,2P_pct,0.4117647058823529,42.72727272727273
ben-warley,Ben Warley,1965-66,1966,2P_pct,0.4084507042253521,40.0
bill-bridges,Bill Bridges,1965-66,1966,2P_pct,0.4066882416396979,37.27272727272727
bill-buntin,Bill Buntin,1965-66,1966,2P_pct,0.3946488294314381,24.545454545454547
bill-russell,Bill Russell,1965-66,1966,2P_pct,0.4146341463414634,46.36363636363637
billy-cunningham,Billy Cunningham,1965-66,1966,2P_pct,0.4263105835806132,61.81818181818182
bob-boozer,Bob Boozer,1965-66,1966,2P_pct,0.4840848806366047,93.63636363636364
bob-ferry,Bob Ferry,1965-66,1966,2P_pct,0.4113785557986871,41.81818181818182
bob-warlick,Bob Warlick,1965-66,1966,2P_pct,0.2894736842105263,4.545454545454546
bob-weiss,Bob Weiss,1965-66,1966,2P_pct,0.3333333333333333,6.818181818181818
bud-olsen,Bud Olsen,1965-66,1966,2P_pct,0.4196891191709844,52.72727272727273
chet-walker,Chet Walker,1965-66,1966,2P_pct,0.4511201629327902,80.0
chico-vaughn,Chico Vaughn,1965-66,1966,2P_pct,0.3839662447257383,19.09090909090909
cliff-hagan,Cliff Hagan,1965-66,1966,2P_pct,0.4447983014861996,73.63636363636364
connie-dierking,Connie Dierking,1965-66,1966,2P_pct,0.4161490683229814,50.90909090909091
darrall-imhoff,Darrall Imhoff,1965-66,1966,2P_pct,0.4480712166172106,77.27272727272727
dave-debusschere,Dave DeBusschere,1965-66,1966,2P_pct,0.4080996884735202,39.09090909090909
dave-gambee,Dave Gambee,1965-66,1966,2P_pct,0.3844393592677345,20.0
dave-stallworth,Dave Stallworth,1965-66,1966,2P_pct,0.4548780487804878,83.63636363636364
dick-barnett,Dick Barnett,1965-66,1966,2P_pct,0.4694940476190476,89.0909090909091
dick-van-arsdale,Dick Van Arsdale,1965-66,1966,2P_pct,0.4284009546539379,64.54545454545455
don-kojis,Don Kojis,1965-66,1966,2P_pct,0.4145785876993166,45.45454545454545
don-nelson,Don Nelson,1965-66,1966,2P_pct,0.4385113268608414,70.0
don-ohl,Don Ohl,1965-66,1966,2P_pct,0.444527736131934,72.72727272727273
donnie-butcher,Donnie Butcher,1965-66,1966,2P_pct,0.46875,87.27272727272727
eddie-miles,Eddie Miles,1965-66,1966,2P_pct,0.4471086036671368,75.45454545454545
elgin-baylor,Elgin Baylor,1965-66,1966,2P_pct,0.4013539651837524,29.09090909090909
em-bryant,Em Bryant,1965-66,1966,2P_pct,0.4721603563474387,90.0
fred-hetzel,Fred Hetzel,1965-66,1966,2P_pct,0.399002493765586,25.454545454545453
gail-goodrich,Gail Goodrich,1965-66,1966,2P_pct,0.4035785288270377,32.72727272727273
gary-bradds,Gary Bradds,1965-66,1966,2P_pct,0.3333333333333333,6.818181818181818
gary-phillips,Gary Phillips,1965-66,1966,2P_pct,0.3498349834983498,10.0
gene-tormohlen,Gene Tormohlen,1965-66,1966,2P_pct,0.4444444444444444,71.81818181818181
gene-wiley,Gene Wiley,1965-66,1966,2P_pct,0.4256055363321799,60.0
george-wilson,George Wilson,1965-66,1966,2P_pct,0.391304347826087,23.636363636363637
gerry-ward,Gerry Ward,1965-66,1966,2P_pct,0.3544973544973545,10.909090909090908
gus-johnson,Gus Johnson,1965-66,1966,2P_pct,0.4130105900151286,43.63636363636363
guy-rodgers,Guy Rodgers,1965-66,1966,2P_pct,0.3730108211330363,15.454545454545455
hal-greer,Hal Greer,1965-66,1966,2P_pct,0.4449367088607595,74.54545454545455
happy-hairston,Happy Hairston,1965-66,1966,2P_pct,0.4889434889434889,95.45454545454545
howard-komives,Howard Komives,1965-66,1966,2P_pct,0.3906810035842294,22.727272727272727
jack-twyman,Jack Twyman,1965-66,1966,2P_pct,0.4497991967871486,78.18181818181819
jay-arnette,Jay Arnette,1965-66,1966,2P_pct,0.1666666666666666,2.272727272727273
jeff-mullins,Jeff Mullins,1965-66,1966,2P_pct,0.3817567567567567,17.272727272727273
jerry-lucas,Jerry Lucas,1965-66,1966,2P_pct,0.4530531845042679,82.72727272727273
jerry-sloan,Jerry Sloan,1965-66,1966,2P_pct,0.4152249134948096,48.18181818181818
jerry-west,Jerry West,1965-66,1966,2P_pct,0.4725592143269786,90.9090909090909
jesse-branson,Jesse Branson,1965-66,1966,2P_pct,0.1666666666666666,2.272727272727273
jim-barnes,Jim Barnes,1965-66,1966,2P_pct,0.4254278728606357,59.09090909090909
jim-king,Jim King,1965-66,1966,2P_pct,0.436697247706422,68.18181818181819
jim-washington,Jim Washington,1965-66,1966,2P_pct,0.4020356234096692,30.0
joe-caldwell,Joe Caldwell,1965-66,1966,2P_pct,0.4381663113006396,69.0909090909091
joe-strawder,Joe Strawder,1965-66,1966,2P_pct,0.4078303425774878,38.18181818181818
john-barnhill,John Barnhill,1965-66,1966,2P_pct,0.400990099009901,28.181818181818183
john-fairchild,John Fairchild,1965-66,1966,2P_pct,0.2584269662921348,3.6363636363636362
john-havlicek,John Havlicek,1965-66,1966,2P_pct,0.3990963855421687,26.363636363636363
john-thompson,John Thompson,1965-66,1966,2P_pct,0.4666666666666667,86.36363636363636
john-tresvant,John Tresvant,1965-66,1966,2P_pct,0.4275,62.72727272727273
johnny-egan,Johnny Egan,1965-66,1966,2P_pct,0.4512195121951219,80.9090909090909
johnny-green,Johnny Green,1965-66,1966,2P_pct,0.5359281437125748,99.0909090909091
jon-mcglocklin,Jon McGlocklin,1965-66,1966,2P_pct,0.4214876033057851,56.36363636363637
k-c-jones,K.C. Jones,1965-66,1966,2P_pct,0.3877221324717286,21.818181818181817
keith-erickson,Keith Erickson,1965-66,1966,2P_pct,0.3558052434456928,12.727272727272727
kevin-loughery,Kevin Loughery,1965-66,1966,2P_pct,0.4161392405063291,50.0
larry-siegfried,Larry Siegfried,1965-66,1966,2P_pct,0.423030303030303,57.27272727272727
len-chappell,Len Chappell,1965-66,1966,2P_pct,0.4201680672268907,54.54545454545455
lenny-wilkens,Lenny Wilkens,1965-66,1966,2P_pct,0.4308176100628931,65.45454545454545
leroy-ellis,Leroy Ellis,1965-66,1966,2P_pct,0.4239482200647249,58.18181818181818
luke-jackson,Luke Jackson,1965-66,1966,2P_pct,0.4006514657980456,27.272727272727273
mccoy-mclemore,McCoy McLemore,1965-66,1966,2P_pct,0.4261363636363636,60.90909090909091
mel-counts,Mel Counts,1965-66,1966,2P_pct,0.4025500910746812,31.818181818181817
mike-farmer,Mike Farmer,1965-66,1966,2P_pct,0.4333333333333333,66.36363636363636
nate-thurmond,Nate Thurmond,1965-66,1966,2P_pct,0.4057193923145665,35.45454545454545
oscar-robertson,Oscar Robertson,1965-66,1966,2P_pct,0.4747533372025537,92.72727272727273
paul-neumann,Paul Neumann,1965-66,1966,2P_pct,0.419828641370869,53.63636363636363
paul-silas,Paul Silas,1965-66,1966,2P_pct,0.4046242774566474,33.63636363636363
ray-scott,Ray Scott,1965-66,1966,2P_pct,0.4155844155844156,49.09090909090909
red-kerr,Red Kerr,1965-66,1966,2P_pct,0.4132947976878612,44.54545454545455
richie-guerin,Richie Guerin,1965-66,1966,2P_pct,0.4148296593186373,47.27272727272727
rick-barry,Rick Barry,1965-66,1966,2P_pct,0.4387514723203769,70.9090909090909
rod-thorn,Rod Thorn,1965-66,1966,2P_pct,0.4203296703296703,55.45454545454545
ron-bonham,Ron Bonham,1965-66,1966,2P_pct,0.3671497584541063,13.636363636363637
ron-reed,Ron Reed,1965-66,1966,2P_pct,0.3549618320610687,11.818181818181818
ron-watts,Ron Watts,1965-66,1966,2P_pct,0.5,96.36363636363636
rudy-larusso,Rudy LaRusso,1965-66,1966,2P_pct,0.4570791527313266,85.45454545454545
sam-jones,Sam Jones,1965-66,1966,2P_pct,0.4689138576779026,88.18181818181819
si-green,Si Green,1965-66,1966,2P_pct,0.3870967741935484,20.90909090909091
thales-mcreynolds,Thales McReynolds,1965-66,1966,2P_pct,0.0833333333333333,0.9090909090909091
tom-gola,Tom Gola,1965-66,1966,2P_pct,0.4501845018450184,79.0909090909091
tom-hawkins,Tom Hawkins,1965-66,1966,2P_pct,0.4519867549668874,81.81818181818181
tom-meschery,Tom Meschery,1965-66,1966,2P_pct,0.4480446927374302,76.36363636363636
tom-sanders,Tom Sanders,1965-66,1966,2P_pct,0.4276960784313725,63.63636363636363
tom-thacker,Tom Thacker,1965-66,1966,2P_pct,0.4057971014492754,36.36363636363637
tom-van-arsdale,Tom Van Arsdale,1965-66,1966,2P_pct,0.3741007194244604,16.363636363636363
wali-jones,Wali Jones,1965-66,1966,2P_pct,0.3704630788485607,14.545454545454545
walt-bellamy,Walt Bellamy,1965-66,1966,2P_pct,0.5061908230152949,98.18181818181819
walt-hazzard,Walt Hazzard,1965-66,1966,2P_pct,0.456630109670987,84.54545454545455
wayne-embry,Wayne Embry,1965-66,1966,2P_pct,0.4113475177304964,40.90909090909091
wayne-hightower,Wayne Hightower,1965-66,1966,2P_pct,0.3387096774193548,8.181818181818182
will-frazier,Will Frazier,1965-66,1966,2P_pct,0.0,0.0
willie-naulls,Willie Naulls,1965-66,1966,2P_pct,0.4024539877300613,30.90909090909091
willie-somerset,Willie Somerset,1965-66,1966,2P_pct,0.4186046511627907,51.81818181818182
willis-reed,Willis Reed,1965-66,1966,2P_pct,0.4340931615460852,67.27272727272727
wilt-chamberlain,Wilt Chamberlain,1965-66,1966,2P_pct,0.5396984924623116,100.0
woody-sauldsberry,Woody Sauldsberry,1965-66,1966,2P_pct,0.321285140562249,5.454545454545454
zelmo-beaty,Zelmo Beaty,1965-66,1966,2P_pct,0.4734819369715603,91.81818181818181
adrian-smith,Adrian Smith,1966-67,1967,2P_pct,0.4376634699215344,63.9344262295082
al-attles,Al Attles,1966-67,1967,2P_pct,0.4539614561027837,79.50819672131148
archie-clark,Archie Clark,1966-67,1967,2P_pct,0.4521857923497268,77.04918032786885
bailey-howell,Bailey Howell,1966-67,1967,2P_pct,0.5120772946859904,97.54098360655738
barry-clemens,Barry Clemens,1966-67,1967,2P_pct,0.4189189189189189,39.34426229508197
ben-warley,Ben Warley,1966-67,1967,2P_pct,0.4006410256410256,28.688524590163933
bill-bridges,Bill Bridges,1966-67,1967,2P_pct,0.4547920433996383,81.14754098360656
bill-melchionni,Bill Melchionni,1966-67,1967,2P_pct,0.3909348441926346,21.311475409836067
bill-russell,Bill Russell,1966-67,1967,2P_pct,0.4540229885057471,80.32786885245902
billy-cunningham,Billy Cunningham,1966-67,1967,2P_pct,0.4591246903385632,85.24590163934427
bob-boozer,Bob Boozer,1966-67,1967,2P_pct,0.4873188405797101,93.44262295081967
bob-ferry,Bob Ferry,1966-67,1967,2P_pct,0.419047619047619,40.16393442622951
bob-hogsett,Bob Hogsett,1966-67,1967,2P_pct,0.3125,4.918032786885246
bob-love,Bob Love,1966-67,1967,2P_pct,0.4292803970223325,52.459016393442624
bob-warlick,Bob Warlick,1966-67,1967,2P_pct,0.2884615384615384,2.459016393442623
bob-weiss,Bob Weiss,1966-67,1967,2P_pct,0.5,96.72131147540983
bud-olsen,Bud Olsen,1966-67,1967,2P_pct,0.4491017964071856,72.95081967213115
cazzie-russell,Cazzie Russell,1966-67,1967,2P_pct,0.4359949302915082,59.01639344262295
chet-walker,Chet Walker,1966-67,1967,2P_pct,0.4878260869565217,94.26229508196721
chico-vaughn,Chico Vaughn,1966-67,1967,2P_pct,0.3761061946902654,14.754098360655737
clyde-lee,Clyde Lee,1966-67,1967,2P_pct,0.4075546719681908,31.147540983606557
connie-dierking,Connie Dierking,1966-67,1967,2P_pct,0.3991769547325103,26.229508196721312
darrall-imhoff,Darrall Imhoff,1966-67,1967,2P_pct,0.4743589743589743,90.1639344262295
dave-bing,Dave Bing,1966-67,1967,2P_pct,0.4362680683311432,59.83606557377049
dave-debusschere,Dave DeBusschere,1966-67,1967,2P_pct,0.4154929577464789,36.0655737704918
dave-deutsch,Dave Deutsch,1966-67,1967,2P_pct,0.1666666666666666,0.0
dave-gambee,Dave Gambee,1966-67,1967,2P_pct,0.4347826086956521,57.377049180327866
dave-schellhase,Dave Schellhase,1966-67,1967,2P_pct,0.3603603603603603,7.377049180327869
dave-stallworth,Dave Stallworth,1966-67,1967,2P_pct,0.4656862745098039,87.70491803278688
dick-barnett,Dick Barnett,1966-67,1967,2P_pct,0.4783983140147523,90.98360655737704
dick-snyder,Dick Snyder,1966-67,1967,2P_pct,0.4324324324324324,55.32786885245902
dick-van-arsdale,Dick Van Arsdale,1966-67,1967,2P_pct,0.4490690032858707,71.31147540983606
don-kojis,Don Kojis,1966-67,1967,2P_pct,0.425614489003881,45.08196721311475
don-nelson,Don Nelson,1966-67,1967,2P_pct,0.4459724950884086,69.67213114754098
don-ohl,Don Ohl,1966-67,1967,2P_pct,0.4510978043912175,74.59016393442623
dorie-murrey,Dorie Murrey,1966-67,1967,2P_pct,0.4024390243902439,29.508196721311474
eddie-miles,Eddie Miles,1966-67,1967,2P_pct,0.4269992663242846,49.18032786885246
elgin-baylor,Elgin Baylor,1966-67,1967,2P_pct,0.4288299155609167,51.63934426229508
em-bryant,Em Bryant,1966-67,1967,2P_pct,0.4090121317157712,32.78688524590164
erwin-mueller,Erwin Mueller,1966-67,1967,2P_pct,0.4409613375130616,65.57377049180327
flynn-robinson,Flynn Robinson,1966-67,1967,2P_pct,0.4574290484140234,81.9672131147541
fred-hetzel,Fred Hetzel,1966-67,1967,2P_pct,0.4002145922746781,27.049180327868854
freddie-crawford,Freddie Crawford,1966-67,1967,2P_pct,0.3793103448275862,15.573770491803279
freddie-lewis,Freddie Lewis,1966-67,1967,2P_pct,0.392156862745098,22.950819672131146
gail-goodrich,Gail Goodrich,1966-67,1967,2P_pct,0.4536082474226804,77.8688524590164
gene-tormohlen,Gene Tormohlen,1966-67,1967,2P_pct,0.4267990074441687,48.36065573770492
george-lee,George Lee,1966-67,1967,2P_pct,0.75,100.0
george-wilson,George Wilson,1966-67,1967,2P_pct,0.3632478632478632,10.655737704918034
gerry-ward,Gerry Ward,1966-67,1967,2P_pct,0.3811074918566775,17.21311475409836
gus-johnson,Gus Johnson,1966-67,1967,2P_pct,0.4502541757443718,73.77049180327869
guy-rodgers,Guy Rodgers,1966-67,1967,2P_pct,0.3907044299201161,20.491803278688526
hal-greer,Hal Greer,1966-67,1967,2P_pct,0.4586614173228346,83.60655737704919
hank-finkel,Hank Finkel,1966-67,1967,2P_pct,0.3617021276595745,9.836065573770492
happy-hairston,Happy Hairston,1966-67,1967,2P_pct,0.4792099792099792,91.80327868852459
henry-akin,Henry Akin,1966-67,1967,2P_pct,0.3608695652173913,9.01639344262295
howard-komives,Howard Komives,1966-67,1967,2P_pct,0.4040201005025126,30.327868852459016
jack-marin,Jack Marin,1966-67,1967,2P_pct,0.4477848101265823,70.49180327868852
jeff-mullins,Jeff Mullins,1966-67,1967,2P_pct,0.4581066376496192,82.78688524590164
jerry-chambers,Jerry Chambers,1966-67,1967,2P_pct,0.4516129032258064,76.22950819672131
jerry-lucas,Jerry Lucas,1966-67,1967,2P_pct,0.4590294351630867,84.42622950819673
jerry-sloan,Jerry Sloan,1966-67,1967,2P_pct,0.4324546952224052,56.557377049180324
jerry-west,Jerry West,1966-67,1967,2P_pct,0.4643628509719222,86.06557377049181
jim-barnes,Jim Barnes,1966-67,1967,2P_pct,0.4366197183098591,60.65573770491803
jim-barnett,Jim Barnett,1966-67,1967,2P_pct,0.3696682464454976,12.295081967213115
jim-king,Jim King,1966-67,1967,2P_pct,0.4175182481751824,37.704918032786885
jim-ware,Jim Ware,1966-67,1967,2P_pct,0.3092783505154639,3.278688524590164
jim-washington,Jim Washington,1966-67,1967,2P_pct,0.4172185430463576,36.885245901639344
joe-caldwell,Joe Caldwell,1966-67,1967,2P_pct,0.4256505576208178,45.90163934426229
joe-ellis,Joe Ellis,1966-67,1967,2P_pct,0.4085365853658536,31.9672131147541
joe-strawder,Joe Strawder,1966-67,1967,2P_pct,0.4257575757575758,46.721311475409834
john-barnhill,John Barnhill,1966-67,1967,2P_pct,0.4183445190156599,38.52459016393443
john-block,John Block,1966-67,1967,2P_pct,0.3846153846153846,18.0327868852459
john-havlicek,John Havlicek,1966-67,1967,2P_pct,0.4441558441558441,68.0327868852459
john-tresvant,John Tresvant,1966-67,1967,2P_pct,0.4376068376068376,62.295081967213115
johnny-austin,Johnny Austin,1966-67,1967,2P_pct,0.2272727272727272,0.819672131147541
johnny-egan,Johnny Egan,1966-67,1967,2P_pct,0.4278846153846153,50.81967213114754
johnny-green,Johnny Green,1966-67,1967,2P_pct,0.4645308924485126,86.88524590163935
jon-mcglocklin,Jon McGlocklin,1966-67,1967,2P_pct,0.4401622718052738,64.75409836065573
k-c-jones,K.C. Jones,1966-67,1967,2P_pct,0.3965141612200435,24.59016393442623
keith-erickson,Keith Erickson,1966-67,1967,2P_pct,0.3666146645865835,11.475409836065573
kevin-loughery,Kevin Loughery,1966-67,1967,2P_pct,0.3981623277182236,25.40983606557377
larry-costello,Larry Costello,1966-67,1967,2P_pct,0.4436860068259385,67.21311475409836
larry-siegfried,Larry Siegfried,1966-67,1967,2P_pct,0.4417767106842737,66.39344262295081
len-chappell,Len Chappell,1966-67,1967,2P_pct,0.4217252396166134,41.80327868852459
lenny-wilkens,Lenny Wilkens,1966-67,1967,2P_pct,0.4324324324324324,55.32786885245902
leroy-ellis,Leroy Ellis,1966-67,1967,2P_pct,0.425385934819897,44.26229508196721
lou-hudson,Lou Hudson,1966-67,1967,2P_pct,0.466867469879518,88.52459016393442
luke-jackson,Luke Jackson,1966-67,1967,2P_pct,0.4376417233560091,63.114754098360656
matt-guokas,Matt Guokas,1966-67,1967,2P_pct,0.3891625615763547,19.672131147540984
mccoy-mclemore,McCoy McLemore,1966-67,1967,2P_pct,0.3850746268656716,18.852459016393443
mel-counts,Mel Counts,1966-67,1967,2P_pct,0.4224343675417661,42.622950819672134
nate-bowman,Nate Bowman,1966-67,1967,2P_pct,0.3809523809523809,16.39344262295082
nate-thurmond,Nate Thurmond,1966-67,1967,2P_pct,0.4372659176029962,61.47540983606557
neil-johnson,Neil Johnson,1966-67,1967,2P_pct,0.3450292397660818,6.557377049180328
oscar-robertson,Oscar Robertson,1966-67,1967,2P_pct,0.4932313125367863,95.90163934426229
paul-neumann,Paul Neumann,1966-67,1967,2P_pct,0.4237102085620197,43.442622950819676
paul-silas,Paul Silas,1966-67,1967,2P_pct,0.429460580912863,53.278688524590166
ray-scott,Ray Scott,1966-67,1967,2P_pct,0.4003496503496503,27.868852459016395
reggie-harding,Reggie Harding,1966-67,1967,2P_pct,0.4490861618798956,72.1311475409836
richie-guerin,Richie Guerin,1966-67,1967,2P_pct,0.4358407079646018,58.19672131147541
rick-barry,Rick Barry,1966-67,1967,2P_pct,0.4513392857142857,75.40983606557377
rod-thorn,Rod Thorn,1966-67,1967,2P_pct,0.4446564885496183,68.85245901639344
ron-reed,Ron Reed,1966-67,1967,2P_pct,0.3716666666666666,13.114754098360656
ron-watts,Ron Watts,1966-67,1967,2P_pct,0.25,1.639344262295082
rudy-larusso,Rudy LaRusso,1966-67,1967,2P_pct,0.4145383104125736,34.42622950819672
sam-jones,Sam Jones,1966-67,1967,2P_pct,0.4537695590327169,78.68852459016394
toby-kimball,Toby Kimball,1966-67,1967,2P_pct,0.3608247422680412,8.19672131147541
tom-hawkins,Tom Hawkins,1966-67,1967,2P_pct,0.4807692307692308,92.62295081967213
tom-hoover,Tom Hoover,1966-67,1967,2P_pct,0.4193548387096774,40.98360655737705
tom-meschery,Tom Meschery,1966-67,1967,2P_pct,0.415014164305949,35.24590163934426
tom-sanders,Tom Sanders,1966-67,1967,2P_pct,0.4278145695364238,50.0
tom-van-arsdale,Tom Van Arsdale,1966-67,1967,2P_pct,0.391206313416009,22.131147540983605
tommy-kron,Tommy Kron,1966-67,1967,2P_pct,0.3103448275862069,4.098360655737705
wali-jones,Wali Jones,1966-67,1967,2P_pct,0.4307535641547861,54.09836065573771
walt-bellamy,Walt Bellamy,1966-67,1967,2P_pct,0.5212177121771218,98.36065573770492
walt-hazzard,Walt Hazzard,1966-67,1967,2P_pct,0.4263456090651558,47.540983606557376
walt-wesley,Walt Wesley,1966-67,1967,2P_pct,0.3933933933933934,23.770491803278688
wayne-embry,Wayne Embry,1966-67,1967,2P_pct,0.4094707520891364,33.60655737704918
wayne-hightower,Wayne Hightower,1966-67,1967,2P_pct,0.3439153439153439,5.737704918032787
wayne-molis,Wayne Molis,1966-67,1967,2P_pct,0.3725490196078431,13.934426229508198
willis-reed,Willis Reed,1966-67,1967,2P_pct,0.4892141756548536,95.08196721311475
wilt-chamberlain,Wilt Chamberlain,1966-67,1967,2P_pct,0.6826086956521739,99.18032786885246
zelmo-beaty,Zelmo Beaty,1966-67,1967,2P_pct,0.4726224783861671,89.34426229508196
adrian-smith,Adrian Smith,1967-68,1968,2P_pct,0.463768115942029,76.66666666666667
al-attles,Al Attles,1967-68,1968,2P_pct,0.4666666666666667,78.66666666666667
al-jackson,Al Jackson,1967-68,1968,2P_pct,0.0,0.3333333333333333
al-tucker,Al Tucker,1967-68,1968,2P_pct,0.4418604651162791,60.0
archie-clark,Archie Clark,1967-68,1968,2P_pct,0.479755538579068,84.66666666666667
art-williams,Art Williams,1967-68,1968,2P_pct,0.3690807799442896,14.0
bailey-howell,Bailey Howell,1967-68,1968,2P_pct,0.4812874251497006,85.33333333333333
barry-clemens,Barry Clemens,1967-68,1968,2P_pct,0.4492537313432835,63.333333333333336
bill-bradley,Bill Bradley,1967-68,1968,2P_pct,0.4164222873900293,37.333333333333336
bill-bridges,Bill Bridges,1967-68,1968,2P_pct,0.4618434093161546,74.66666666666667
bill-dinwiddie,Bill Dinwiddie,1967-68,1968,2P_pct,0.3938547486033519,24.666666666666668
bill-melchionni,Bill Melchionni,1967-68,1968,2P_pct,0.4345238095238095,50.666666666666664
bill-russell,Bill Russell,1967-68,1968,2P_pct,0.4254079254079254,44.666666666666664
bill-turner,Bill Turner,1967-68,1968,2P_pct,0.4331210191082802,49.333333333333336
billy-cunningham,Billy Cunningham,1967-68,1968,2P_pct,0.4380305602716469,53.333333333333336
bob-boozer,Bob Boozer,1967-68,1968,2P_pct,0.491699604743083,90.66666666666667
bob-ferry,Bob Ferry,1967-68,1968,2P_pct,0.4115755627009646,34.0
bob-love,Bob Love,1967-68,1968,2P_pct,0.4241758241758241,43.333333333333336
bob-rule,Bob Rule,1967-68,1968,2P_pct,0.4888123924268502,89.33333333333333
bob-warlick,Bob Warlick,1967-68,1968,2P_pct,0.421311475409836,41.333333333333336
bob-weiss,Bob Weiss,1967-68,1968,2P_pct,0.4300291545189504,46.666666666666664
bobby-lewis,Bobby Lewis,1967-68,1968,2P_pct,0.390728476821192,22.0
bud-acton,Bud Acton,1967-68,1968,2P_pct,0.3918918918918919,22.666666666666668
bud-olsen,Bud Olsen,1967-68,1968,2P_pct,0.4561403508771929,69.33333333333333
cazzie-russell,Cazzie Russell,1967-68,1968,2P_pct,0.462248322147651,75.33333333333333
chet-walker,Chet Walker,1967-68,1968,2P_pct,0.4598976109215017,72.66666666666667
clem-haskins,Clem Haskins,1967-68,1968,2P_pct,0.42,40.666666666666664
cliff-anderson,Cliff Anderson,1967-68,1968,2P_pct,0.2413793103448276,2.0
clyde-lee,Clyde Lee,1967-68,1968,2P_pct,0.4172259507829978,38.0
connie-dierking,Connie Dierking,1967-68,1968,2P_pct,0.4673539518900343,79.33333333333333
craig-spitzer,Craig Spitzer,1967-68,1968,2P_pct,0.3809523809523809,17.333333333333332
darrall-imhoff,Darrall Imhoff,1967-68,1968,2P_pct,0.4779771615008156,84.0
dave-bing,Dave Bing,1967-68,1968,2P_pct,0.4410987849973587,58.666666666666664
dave-debusschere,Dave DeBusschere,1967-68,1968,2P_pct,0.4424710424710424,60.666666666666664
dave-gambee,Dave Gambee,1967-68,1968,2P_pct,0.4396248534583822,56.666666666666664
dave-lattin,Dave Lattin,1967-68,1968,2P_pct,0.3627450980392157,12.0
dave-schellhase,Dave Schellhase,1967-68,1968,2P_pct,0.3405797101449275,9.333333333333334
dennis-hamilton,Dennis Hamilton,1967-68,1968,2P_pct,0.5,95.33333333333333
dick-barnett,Dick Barnett,1967-68,1968,2P_pct,0.4823123382226057,86.0
dick-snyder,Dick Snyder,1967-68,1968,2P_pct,0.4192495921696574,40.0
dick-van-arsdale,Dick Van Arsdale,1967-68,1968,2P_pct,0.4358620689655172,51.333333333333336
don-kojis,Don Kojis,1967-68,1968,2P_pct,0.4457527333894028,62.666666666666664
don-nelson,Don Nelson,1967-68,1968,2P_pct,0.4936708860759494,92.0
don-ohl,Don Ohl,1967-68,1968,2P_pct,0.441077441077441,58.0
dorie-murrey,Dorie Murrey,1967-68,1968,2P_pct,0.4359504132231405,52.0
earl-monroe,Earl Monroe,1967-68,1968,2P_pct,0.4532681734880879,67.33333333333333
ed-manning,Ed Manning,1967-68,1968,2P_pct,0.4324324324324324,48.0
eddie-miles,Eddie Miles,1967-68,1968,2P_pct,0.4754237288135593,82.66666666666667
elgin-baylor,Elgin Baylor,1967-68,1968,2P_pct,0.4429490930368636,62.0
em-bryant,Em Bryant,1967-68,1968,2P_pct,0.3848797250859107,20.0
erwin-mueller,Erwin Mueller,1967-68,1968,2P_pct,0.4560327198364008,68.66666666666667
flynn-robinson,Flynn Robinson,1967-68,1968,2P_pct,0.4396039603960396,56.0
fred-hetzel,Fred Hetzel,1967-68,1968,2P_pct,0.4141414141414141,35.333333333333336
freddie-crawford,Freddie Crawford,1967-68,1968,2P_pct,0.4418145956607495,59.333333333333336
gail-goodrich,Gail Goodrich,1967-68,1968,2P_pct,0.4864532019704433,87.33333333333333
gary-gray,Gary Gray,1967-68,1968,2P_pct,0.3656716417910448,12.666666666666666
gene-tormohlen,Gene Tormohlen,1967-68,1968,2P_pct,0.3740458015267175,16.0
george-carter,George Carter,1967-68,1968,2P_pct,0.5,95.33333333333333
george-lee,George Lee,1967-68,1968,2P_pct,0.2285714285714285,1.3333333333333333
george-lehmann,George Lehmann,1967-68,1968,2P_pct,0.3430232558139535,10.0
george-patterson,George Patterson,1967-68,1968,2P_pct,0.3308270676691729,6.666666666666667
george-wilson,George Wilson,1967-68,1968,2P_pct,0.359437751004016,11.333333333333334
gus-johnson,Gus Johnson,1967-68,1968,2P_pct,0.4666021297192643,78.0
guy-rodgers,Guy Rodgers,1967-68,1968,2P_pct,0.3474178403755869,10.666666666666666
